ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,description,genres_raw,match_method
451407474,Goddess: The Secret Lives of Marilyn Monroe,Anthony Summers,1996,Onyx Books,"Marilyn Monroe. Her rollar-coaster life. Her deception - shrouded death. Her divided secret life. Her legion of lovers. Her intimacies with JFK and Bobby Kennedy. Her mafia connections. This is the one book that tells the whole naked, deeply moving truth about the all - too-beautiful talented, and tormented woman who played a role in public and in private that was too much for flesh and spirit to survive.","['Biography', 'Nonfiction', 'History', 'Biography Memoir', 'Autobiography', 'Film', 'Media Tie In', 'Womens', 'True Story', 'Memoir']",title_author
684829479,The Origins of The Second World War,A.J.P. Taylor,1996,Simon &amp; Schuster,"One of the most popular and controversial historians of the twentieth century, who made his subject accessible to millions, A.J.P. Taylor caused a storm of outrage with this scandalous bestseller. Debunking what were accepted truths about the Second World War, he argued provocatively that Hitler did not set out to cause the war as part of an evil master plan, but blundered into it partly by accident, aided by the shortcomings of others. Fiercely attacked for vindicating Hitler, A.J.P. Taylor's stringent re-examination of the events preceding the Nazi invasion of Poland on 1st September 1939 opened up new debate, and is now recognized as a brilliant and classic piece of scholarly research. 'Highly original and penetrating...No one who has digested this enthralling work will ever be able to look at the period again in quite the same way'","['History', 'Nonfiction', 'War', 'World War II', 'Politics', 'Military Fiction', 'Military History', 'Germany', 'The World', 'European History']",title_author
856160008,The green fool,Patrick Kavanagh,1971,Martin Brian and O'Keeffe,"Time hardly mattered in the village of Mucker, the birthplace of poet and writer Patrick Kavanagh. Full of wry humour, Kavanagh's unsentimental and evocative account of his Irish rural upbringing describes a patriarchal society surviving on the edge of poverty, sustained by the land and an insatiable love of gossip. There are tales of schoolboy skirmishes, blackberrying and night-time salmon-poaching; of country-weddings and fairs, of political banditry and religious pilgrimages; and of farm-work in the fields and kicking mares.","['Irish Literature', 'Ireland', 'Poetry', 'Fiction', 'Classics']",title_author
140070842,The Master of Ballantrae,Robert Louis Stevenson,1984,Penguin Books Ltd,"Set in Scotland during the 1745 Jacobite Rebellion, in the exotic French Indies, and in the North American wilderness, the story has as its hero one of the most compelling yet horrifying studies of evil in nineteenth-century fiction—James Durie, Master of Ballantrae. The Master is about his infective influence—on his younger, less attractive brother Henry; on Henry's wife Alison; and on those narrators whom Stevenson so skilfully employs to present their experiences of this charming, ruthless, and evil man.","['Classics', 'Fiction', 'Historical Fiction', 'Adventure', 'Literature', 'Scotland', 'Historical', '19th Century', 'Novels', 'Classic Literature']",title_author
753812851,Portrait of the Artist as a Young Dog,Dylan Thomas,2001,Phoenix mass market p/bk,"The 'Young Dog' of the title is of course Thomas himself, & this volume of autobiographical stories by the great modern poet, who shows his waggish humor at its best, his exuberance & verbal magic in spectacular display. It also shows him a spinner of tales & a creator of memorable characters.The peachesA visit to Grandpa'sPatricia, Edith & ArnoldThe fightExtraordinary little coughJust like little dogsWhere Tawe flowsWho do you wish was with usOld GarboOne warm Saturday","['Short Stories', 'Fiction', 'Poetry', 'Literature', 'British Literature', 'Classics', '20th Century', 'Literary Fiction', 'Biography Memoir', 'Irish Literature']",title_author
764120581,Othello,William Shakespeare,2002,Barron's Educational Series,"In Othello, Shakespeare creates a powerful drama of a marriage that begins with fascination (between the exotic Moor Othello and the Venetian lady Desdemona), with elopement, and with intense mutual devotion and that ends precipitately with jealous rage and violent deaths. He sets this story in the romantic world of the Mediterranean, moving the action from Venice to the island of Cyprus and giving it an even more exotic coloring with stories of Othello's African past. Shakespeare builds so many differences into his hero and heroine—differences of race, of age, of cultural background—that one should not, perhaps, be surprised that the marriage ends disastrously. But most people who see or read the play feel that the love that the play presents between Othello and Desdemona is so strong that it would have overcome all these differences were it not for the words and actions of Othello's standard-bearer, Iago, who hates Othello and sets out to destroy him by destroying his love for Desdemona. As Othello succumbs to Iago's insinuations that Desdemona is unfaithful, fascination—which dominates the early acts of the play—turns to horror, especially for the audience. We are confronted by spectacles of a generous and trusting Othello in the grip of Iago's schemes; of an innocent Desdemona, who has given herself up entirely to her love for Othello only to be subjected to his horrifying verbal and physical assaults, the outcome of Othello's mistaken convictions about her faithlessness.","['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Literature', 'Theatre', 'Read For School', 'Poetry', 'Tragedy']",title_author
449213005,Braided Lives,Marge Piercy,1990,Fawcett Books,"Growing up in Detroit in the 1950s, and going to college when the first seeds of sexual freedom are being sown, Jill and Donna are coming of age in an exciting, turbulent time. Wry, independent Jill thrives in the new free-spirited world, while her beautiful cousin Donna desperately searches for a man to make her life whole. As each cousin is driven by different demons and desires, they eventually realize that they cannot overcome fundamental differences in each others' lives. Still, as their futures assume contrary paths, Jill and Donna realize that they may be separated, but they'll never be truly divided from one another.""Rings with passionate awareness...honest and impressive.""THE WASHINGTON POST BOOK WORLDFrom the Paperback edition.","['Fiction', 'Feminism', 'Novels', 'Adult', 'Literary Fiction', 'Womens', 'Historical Fiction', 'Literature', 'Adult Fiction', 'Gender']",title_author
1588278603,Black Beauty,Anna Sewell,2002,IndyPublish.com,"Black Beauty spends his youth in a loving home, surrounded by friends and cared for by his owners. But when circumstances change, he learns that not all humans are so kind. Passed from hand to hand, Black Beauty witnesses love and cruelty, wealth and poverty, friendship and hardship . . . Will the handsome horse ever find a happy and lasting home? Carefully retold in clear contemporary language, and presented with delightful illustrations, these favorite classic stories capture the heart and imagination of young readers. By retelling the story in a shorter, simpler form, these books become highly engaging for children, and the color illustrations help with both comprehension and interest level. Black Beauty is part of a collectible series that has strong gift appeal.","['Classics', 'Fiction', 'Childrens', 'Animals', 'Young Adult', 'Horses', 'Historical Fiction', 'Middle Grade', 'Adventure', 'Literature']",title_author
553050354,Out on a Limb,Shirley MacLaine,1983,Bantam Books,"Her most controversial book is one you will never forget. An outspoken thinker, a celebrated actress, a truly independent woman, Shirley MacLaine goes beyond her previous two bestsellers to take us on an intimate yet powerful journey into her personal life and inner self. An intense, clandestine love affair with a prominent politician sparks Shirley MacLaine's quest of self-discovery. From Stockholm to Hawaii to the mountain vastness of Peru, from disbelief to radiant affirmation, she at last discovers the roots of her very existence. . . and the infinite possibilities of life. Shirley MacLaine opens her heart to explore the meaning of a great and enduring passion with her lover Gerry; the mystery of her soul's connection with her best friend David; the tantalizing secrets behind a great actor's inspiration with the late Peter Sellers. And through it all, Shirley MacLaine's courage and candor new doors, new insights, new revelations-and a luminous new world she invites us all to share.""A stunningly honest, engrossing account of an intimate journey inward. Shirley MacLaine's discovery of a new sense of purpose, joy, energy, and love will touch and astonish you.""-- ""Literary Guild Magazine"" .""An immensely appealing woman-bright, open, straightforward, sincere.""-- ""The New York Daily News""","['Nonfiction', 'Biography', 'Spirituality', 'Memoir', 'Autobiography', 'New Age', 'Metaphysics', 'Biography Memoir', 'Paranormal', 'Self Help']",title_author
140264728,The French Mathematician,Tom Petsinis,1997,Penguin Books,"While growing up in revolutionary France, Evariste Galois immersed himself in the study of mathematics, a pursuit that allowed him a welcome glimpse of order at a time when chaos consumed his country. Arrogant, ambitious, and brilliant, Galois dreamed of solving the quintic, a complex equation that had baffled many talented mathematicians before him -- but after his father's mysterious death, he devoted himself to Republican politics with the same fervent energy he had applied to his mathematical studies. Rich in historical detail and bursting with intellectual passion, this captivating novel describes a genius's valiant quest for truth -- in a turbulent and uncertain era that in many ways mirrors the one in which we live today.","['Mathematics', 'Fiction', 'Historical Fiction', 'France']",title_author
553241621,Dont Fall Off the Mountain,Shirley Maclaine,0,Bantam Doubleday Dell,"""I've always felt that I would never develop into a really fine actress because I cared more  about life beyond the camera than the life in front  of it. Over the years my search became broader and  broader. After two months on a picture my car  seemed to veer toward the airport of its own accord. I  still loved acting and enjoyed it. I was a  professional, but basically I was more interested in the  people I played than the movies I played them  in... "" -- Shirley MacLaine.An  outspoken thinker, a keen observer, a truly  independent woman, Shirley MacLaine takes us on a  remarkable journey into her life and her inner self. From  her Virginia roots, to stardom, marriage,  motherhood and her enlightening travels to mysterious  corners of the world, her story is exciting and  poetic, moving and humorous-the varied and life-changing  experiences of a talented, intelligent and  extraordinary woman.","['Biography', 'Nonfiction', 'Memoir', 'Autobiography', 'Spirituality', 'Biography Memoir', 'Travel', 'New Age', 'Inspirational', 'Self Help']",title_author
451114329,The Black Cloud,Fred Hoyle,1982,New Amer Library (Mm),"A 1959 classic 'hard' science-fiction novel by renowned Cambridge astronomer and cosmologist Fred Hoyle. Tracks the progress of a giant black cloud that comes towards Earth and sits in front of the sun, causing widespread panic and death. A select group of scientists and astronomers - including the dignified Astronomer Royal, the pipe smoking Dr Marlowe and the maverick, eccentric Professor Kingsly - engage in a mad race to understand and communicate with the cloud, battling against trigger happy politicians. In the pacy, engaging style of John Wyndham and John Christopher, with plenty of hard science thrown in to add to the chillingly credible premise (he manages to foretell Artificial Intelligence, Optical Character Recognition and Text-to-Speech converters), Hoyle carries you breathlessly through to its thrilling end.","['Science Fiction', 'Fiction', 'Classics', 'Novels', 'British Literature', 'Science Fiction Fantasy', 'Aliens', 'Astronomy', 'Fantasy', 'Literature']",title_author
449206270,Night Without End,Alistair MacLean,1988,Fawcett Books,"From the acclaimed master of action and suspense. The all time classic. An airliner crashes in the polar ice-cap. In temperatures 40 degrees below zero, six men and four women survive. But for the members of a remote scientific research station who rescue them, there are some sinister questions to answer -- the first one being, who shot the pilot before the crash?","['Thriller', 'Fiction', 'Adventure', 'Mystery', 'Crime', 'Action', 'Suspense', 'Espionage', 'Mystery Thriller', 'Survival']",title_author
440218802,Bravo Two Zero,Andy McNab,1994,Island,"In January 1991, eight members of the SAS regiment embarked upon a top secret mission that was to infiltrate them deep behind enemy lines. Under the command of Sergeant Andy McNab, they were to sever the underground communication link between Baghdad and north-west Iraq, and to seek and destroy mobile Scud launchers. Their call sign: BRAVO TWO ZERO.Each man laden with 15 stone of equipment, they patrolled 20km across flat desert to reach their objective. Within days, their location was compromised. After a fierce fire fight, they were forced to escape and evade on foot to the Syrian border. In the desperate action that followed, though stricken by hypothermia and other injuries, the patrol 'went ballistic'. Four men were captured. Three died. Only one escaped. For the survivors, however, the worst ordeals were to come. Delivered to Baghdad, they were tortured with a savagery for which not even their intensive SAS training had prepared them.Bravo Two Zero is a breathtaking account of Special Forces soldiering: a chronicle of superhuman courage, endurance and dark humour in the face of overwhelming odds.","['Military Fiction', 'Nonfiction', 'War', 'History', 'Biography', 'Military History', 'Thriller', 'Memoir', 'Action', 'Autobiography']",title_author
140324623,Anne of Green Gables,L.M. Montgomery,1992,Penguin USA,"As soon as Anne Shirley arrives at the snug white farmhouse called Green Gables, she is sure she wants to stay forever . . . but will the Cuthberts send her back to to the orphanage? Anne knows she's not what they expected—a skinny girl with fiery red hair and a temper to match. If only she can convince them to let her stay, she'll try very hard not to keep rushing headlong into scrapes and blurting out the first thing that comes to her mind. Anne is not like anyone else, the Cuthberts agree; she is special—a girl with an enormous imagination. This orphan girl dreams of the day when she can call herself Anne of Green Gables.","['Classics', 'Fiction', 'Young Adult', 'Childrens', 'Historical Fiction', 'Middle Grade', 'Historical', 'Audiobook', 'Canada', 'Coming Of Age']",title_author
1404334114,The Three Musketeers,Alexandre Dumas,2002,IndyPublish.com,"Alexandre Dumas’s most famous tale— and possibly the most famous historical novel of all time— in a handsome hardcover volume.This swashbuckling epic of chivalry, honor, and derring-do, set in France during the 1620s, is richly populated with romantic heroes, unattainable heroines, kings, queens, cavaliers, and criminals in a whirl of adventure, espionage, conspiracy, murder, vengeance, love, scandal, and suspense. Dumas transforms minor historical figures into larger- than-life characters: the Comte d’Artagnan, an impetuous young man in pursuit of glory; the beguilingly evil seductress “Milady”; the powerful and devious Cardinal Richelieu; the weak King Louis XIII and his unhappy queen—and, of course, the three musketeers themselves, Athos, Porthos, and Aramis, whose motto “all for one, one for all” has come to epitomize devoted friendship. With a plot that delivers stolen diamonds, masked balls, purloined letters, and, of course, great bouts of swordplay, The Three Musketeers is eternally entertaining.","['Classics', 'Fiction', 'Historical Fiction', 'Adventure', 'France', 'Literature', 'Historical', 'French Literature', 'Classic Literature', 'Novels']",title_author
679455620,The Unlikely Spy,Daniel Silva,1997,Random House Inc,"""In wartime,"" Winston Churchill wrote, ""truth is so precious that she should always be attended by a bodyguard of lies.""For Britain's counterintelligence operations, this meant finding the unlikeliest agent imaginable-a history professor named Alfred Vicary, handpicked by Churchill himself to expose a highly dangerous, but unknown, traitor. The Nazis, however, have also chosen an unlikely agent: Catherine Blake, a beautiful widow of a war hero, a hospital volunteer - and a Nazi spy under direct orders from Hitler to uncover the Allied plans for D-Day...","['Fiction', 'Thriller', 'Historical Fiction', 'Mystery', 'Espionage', 'Mystery Thriller', 'Suspense', 'World War II', 'Spy Thriller', 'War']",title_author
521403979,The Color Purple,Alice Walker,1990,Cambridge University Press,"Winner of the Pulitzer Prize and the National Book Award. Alice Walker's iconic modern classic is now a Penguin Book.A powerful cultural touchstone of modern American literature, The Color Purple depicts the lives of African American women in early twentieth-century rural Georgia. Separated as girls, sisters Celie and Nettie sustain their loyalty to and hope in each other across time, distance and silence. Through a series of letters spanning twenty years, first from Celie to God, then the sisters to each other despite the unknown, the novel draws readers into its rich and memorable portrayals of Celie, Nettie, Shug Avery and Sofia and their experience. The Color Purple broke the silence around domestic and sexual abuse, narrating the lives of women through their pain and struggle, companionship and growth, resilience and bravery. Deeply compassionate and beautifully imagined, Alice Walker's epic carries readers on a spirit-affirming journey towards redemption and love.","['Classics', 'Fiction', 'Historical Fiction', 'Feminism', 'Historical', 'LGBT', 'African American', 'Literature', 'Novels', 'Adult']",title_author
330345605,Last Orders,Graham Swift,0,Picador,"Four men once close to Jack Dodds, a London butcher, meet to carry out his peculiar last wish: to have his ashes scattered into the sea. For reasons best known to herself, Jack's widow, Amy, declines to join them. On the surface the tale of a simple if increasingly bizarre day's outing, Last Orders is Graham Swift's most poignant exploration of the complexity and courage of ordinary lives.","['Fiction', 'British Literature', 'Literature', 'Literary Fiction', 'Contemporary', 'Novels', '20th Century', 'Modern', 'Death', 'College']",title_author
316926108,Scoop,Evelyn Waugh,1999,Back Bay Books,"Lord Copper, newspaper magnate and proprietor of the ""Daily Beast"", has always prided himself on his intuitive flair for spotting ace reporters. That is not to say he has not made the odd blunder, however, and may in a moment of weakness make another. Acting on a dinner-party tip from Mrs Algernon Smith, he feels convinced that he has hit on just the chap to cover a promising little war in the African Republic of Ishmaelia. One of Waugh's most exuberant comedies, ""Scoop"" is a brilliantly irreverent satire of ""Fleet Street"" and its hectic pursuit of hot news.","['Fiction', 'Classics', 'Humor', 'Novels', 'British Literature', 'Journalism', 'Literature', 'Comedy', '20th Century', 'Africa']",title_author
553350005,And Then There Were None,Agatha Christie,0,Bantam Doubleday Dell,"First, there were ten—a curious assortment of strangers summoned as weekend guests to a little private island off the coast of Devon. Their host, an eccentric millionaire unknown to all of them, is nowhere to be found. All that the guests have in common is a wicked past they're unwilling to reveal—and a secret that will seal their fate. For each has been marked for murder. A famous nursery rhyme is framed and hung in every room of the mansion:""Ten little boys went out to dine; One choked his little self and then there were nine. Nine little boys sat up very late; One overslept himself and then there were eight. Eight little boys traveling in Devon; One said he'd stay there then there were seven. Seven little boys chopping up sticks; One chopped himself in half and then there were six. Six little boys playing with a hive; A bumblebee stung one and then there were five. Five little boys going in for law; One got in Chancery and then there were four. Four little boys going out to sea; A red herring swallowed one and then there were three. Three little boys walking in the zoo; A big bear hugged one and then there were two. Two little boys sitting in the sun; One got frizzled up and then there was one. One little boy left all alone; He went out and hanged himself and then there were none.""When they realize that murders are occurring as described in the rhyme, terror mounts. One by one they fall prey. Before the weekend is out, there will be none. Who has choreographed this dastardly scheme? And who will be left to tell the tale? Only the dead are above suspicion.","['Mystery', 'Classics', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Audiobook', 'Adult', 'Suspense', 'Novels']",title_author
1860920195,The Pit and the Pendulum,Edgar Allan Poe,2000,Travelman Pub,"The Pit and the Pendulum is a short story written by Edgar Allan Poe. The story centres around the torments endured by a prisoner of the Spanish Inquisition. The story is especially effective at inspiring fear in the reader due to its heavy focus on the senses, emphasizing its reality, unlike many of Poe's stories which are aided by the supernatural.","['Classics', 'Horror', 'Short Stories', 'Fiction', 'Gothic', 'Literature', 'Mystery', 'Poetry', 'American', 'School']",title_author
722538820,Head-On/Repossessed,Julian Cope,2000,Thorsons Publishers,"Julian Cope's highly acclaimed autobiography and its long-awaited sequel in one extraordinary volume. Contents: Julian Cope shot to fame with eighties band 'Teardrop Explodes' during the Punk era. Hailed as a visionary by those people who recognise his genius and a madman by those who find him perplexing, he has become a cult figure in the music world. Head-On has previously only been available via 'Head Heritage' Julian's own company. Repossesed picks up in 1983 where Head On ends and continues up until 1989. Written in Cope's inimitable style it is set to provoke the same kind of media excitement.","['Music', 'Biography', 'Nonfiction', 'Memoir', 'Autobiography', 'Music Biography', 'Pop Culture', 'Biography Memoir']",title_author
743246985,Wild Swans : Three Daughters of China,Jung Chang,2003,Touchstone,"The story of three generations in twentieth-century China that blends the intimacy of memoir and the panoramic sweep of eyewitness history—a bestselling classic in thirty languages with more than ten million copies sold around the world, now with a new introduction from the author.An engrossing record of Mao’s impact on China, an unusual window on the female experience in the modern world, and an inspiring tale of courage and love, Jung Chang describes the extraordinary lives and experiences of her family members: her grandmother, a warlord’s concubine; her mother’s struggles as a young idealistic Communist; and her parents’ experience as members of the Communist elite and their ordeal during the Cultural Revolution. Chang was a Red Guard briefly at the age of fourteen, then worked as a peasant, a “barefoot doctor,” a steelworker, and an electrician. As the story of each generation unfolds, Chang captures in gripping, moving—and ultimately uplifting—detail the cycles of violent drama visited on her own family and millions of others caught in the whirlwind of history.","['Nonfiction', 'History', 'China', 'Biography', 'Memoir', 'Asia', 'Historical', 'Autobiography', 'Biography Memoir', 'Asian Literature']",title_author
2241358,Cocaine nights,J. G Ballard,1996,Flamingo,"Club Nautico is an exclusive Spanish resort for the rich, retired British. After five people die in an unexplained house fire, club manager Frank Prentice pleads guilty-but nobody believes him, least of all the police. When Frank's brother Charles arrives, intent on unravelling the mystery, gradually he uncovers the secret world behind the resort's civilized image.","['Fiction', 'Mystery', 'Crime', 'Thriller', 'Novels', 'Suspense', 'Drama', 'Contemporary', 'British Literature', 'Literature']",title_author
330289764,Flaubert's Parrot,Julian Barnes,0,Pan Books Ltd,"
  Winner of the Man Booker Prize for Fiction 2011
Flaubert's Parrot deals with Flaubert, parrots, bears and railways; with our sense of the past and our sense of abroad; with France and England, life and art, sex and death, George Sand and Louise Colet, aesthetics and redcurrant jam; and with its enigmatic narrator, a retired English doctor, whose life and secrets are slowly revealed.A compelling weave of fiction and imaginatively ordered fact, Flaubert's Parrot is by turns moving and entertaining, witty and scholarly, and a tour de force of seductive originality","['Fiction', 'Literature', 'British Literature', 'Novels', 'Literary Fiction', 'Contemporary', 'France', '20th Century', 'Historical Fiction', 'English Literature']",title_author
140147470,Hotel Du Lac,Anita Brookner,0,Penguin Putnam~trade,"In the novel that won her the Booker Prize and established her international reputation, Anita Brookner finds a new vocabulary for framing the eternal question ""Why love?"" It tells the story of Edith Hope, who writes romance novels under a pseudonym. When her life begins to resemble the plots of her own novels, however, Edith flees to Switzerland, where the quiet luxury of the Hotel du Lac promises to resore her to her senses.But instead of peace and rest, Edith finds herself sequestered at the hotel with an assortment of love's casualties and exiles. She also attracts the attention of a worldly man determined to release her unused capacity for mischief and pleasure. Beautifully observed, witheringly funny, Hotel du Lac is Brookner at her most stylish and potently subversive.","['Fiction', 'Literary Fiction', 'Classics', 'British Literature', 'Novels', 'Romance', 'Literature', 'Contemporary', '20th Century', 'Womens']",title_author
679777504,Oscar and Lucinda,Peter Carey,1997,Vintage Books USA,"Peter Carey's Booker Prize winning novel imagines Australia's youth, before its dynamic passions became dangerous habits. It is also a startling and unusual love story. Oscar is a young English clergyman who has broken with his past and developed a disturbing talent for gambling. A country girl of singular ambition, Lucinda moves to Sydney, driven by dreams of self-reliance and the building of an industrial Utopia. Together this unlikely pair create and are created by the spectacle of mid-nineteenth century Australia. Peter Carey's visionary brilliance, and his capacity to delight and surprise, propel this story to its stunning conclusion.","['Fiction', 'Historical Fiction', 'Australia', 'Romance', 'Historical', 'Literary Fiction', 'Classics', 'Literature', 'Novels', 'Contemporary']",title_author
1404305009,Greenmantle,John Buchan,2002,IndyPublish.com,"In Greenmantle, Richard Hannay, hero of The Thirty-Nine Steps, travels across war-torn Europe in search of a German plot and an Islamic Messiah. He is joined by three more of Buchan's heroes: Peter Pienaar, the old Boer Scout; John S. Blenkiron, the American determined to fight the Kaiser; and Sandy Arbuthnot. Greenmantle himself is partly modeled on Lawrence of Arabia. The intrepid four move in disguise through Germany to Constantinople and the Russian border to face their enemies-the grotesque Stumm and the evil beauty of Hilda von Einem.","['Fiction', 'Adventure', 'Classics', 'Thriller', 'Mystery', 'Historical Fiction', 'Espionage', 'War', 'Novels', 'World War I']",title_author
1587887150,The Beach,Alex Garland,2001,Brilliance Audio,"After discovering a seemingly Edenic paradise on an island in a Thai national park, Richard soon finds that since civilized behavior tends to dissolve without external restraints, the utopia is hard to maintain. (Nancy Pearl)","['Fiction', 'Travel', 'Thriller', 'Adventure', 'Contemporary', 'Asia', 'Novels', 'Classics', 'Literature', 'British Literature']",title_author
5552022920,Leaving Home,Garrison Keillor,1987,Viking Books,"Revisit the beguiling comic world of Lake Wobegon. In the first collection of Lake Wobegon monologues, Keillor tells readers more about some of the people from Lake Wobegon Days and introduces some new faces. ""Leaving Home is a book of exceptional charm . . . delightful . . . genuinely touching"".--The Wall Street Journal.","['Fiction', 'Humor', 'Short Stories', 'American', 'Literature', 'Contemporary', 'Essays', 'Anthologies', 'Novels', 'Adult Fiction']",title_author
037550169X,Charlotte Gray,Sebastian Faulks,1999,Random House Trade,"From the bestselling author of Birdsong comes Charlotte Gray, the remarkable story of a young Scottish woman who becomes caught up in the effort to liberate Occupied France from the Nazis while pursuing a perilous mission of her own.In blacked-out, wartime London, Charlotte Gray develops a dangerous passion for a battle-weary RAF pilot, and when he fails to return from a daring flight into France she is determined to find him. In the service of the Resistance, she travels to the village of Lavaurette, dyeing her hair and changing her name to conceal her identity. Here she will come face-to-face with the harrowing truth of what took place during Europe's darkest years, and will confront a terrifying secret that threatens to cast its shadow over the remainder of her days. Vividly rendered, tremendously moving, and with a narrative sweep and power reminiscent of his novel Birdsong, Charlotte Gray confirms Sebastian Faulks as one of the finest novelists working today.","['Historical Fiction', 'Fiction', 'War', 'Historical', 'France', 'World War II', 'Romance', 'British Literature', 'Novels', 'Literary Fiction']",title_author
057117969X,Leaving Las Vegas,John O'Brien,1996,Faber &amp; Faber,"Leaving Las Vegas, the first novel by John O’Brien, is a disturbing and emotionally wrenching story of a woman who embraces life and a man who rejects it. Sera, a prostitute, and Ben, an alcoholic, stumble together and discover in each other a respite from their unforgiving lives. A testimony to the raw talent of its young author, Leaving Las Vegas is a compelling story of unconditional love between two disenfranchised and lost souls—an overlooked American classic.","['Fiction', 'Novels', 'Literary Fiction', 'Contemporary', 'Romance', 'Adult Fiction', 'Literature', 'Media Tie In', 'Love', 'Modern']",title_author
140062149,The British Museum Is Falling Down,David Lodge,2004,Penguin Books Ltd,"Literature is mostly about having sex and not having children. Life is the other way around...And that, precisely, is the dilemma that preoccupies Adam Appleby as he begins another day of research in the Reading Room of the British Museum. Adam is a graduate student in literature and a practicing Catholic in the days before the Pill. He is also married, has three children, and is not looking forward to the possiblity of a fourth.On this foggy day in London, however, work and life conspire against him. As Adam makes his bumbling way through a series of misadventures that do little to alleviate his anxiety, the reader is treated to a hilarious and heartfelt tour of academia that only David Lodge could have created.","['Fiction', 'Humor', 'British Literature', 'Contemporary', 'Novels', '20th Century', 'Literature', 'Comedy', 'English Literature', 'Religion']",title_author
425143198,A Man Lay Dead,Ngaio Marsh,1993,Berkley Pub Group,"At Sir Hubert Handesley's country house party, five guests have gathered for the uproarious parlor game of ""Murder."" Yet no one is laughing when the lights come up on an actual corpse, the good-looking and mysterious Charles Rankin. Scotland Yard's Inspector Roderick Alleyn arrives to find a complete collection of alibis, a missing butler, and an intricate puzzle of betrayal and sedition in the search for the key player in this deadly game.","['Mystery', 'Fiction', 'Crime', 'Detective', 'Classics', 'British Literature', 'Historical', 'Mystery Thriller', 'Audiobook', 'Murder Mystery']",title_author
140008217,Brideshead Revisited,Evelyn Waugh,0,Penguin Putnam~mass,"The most nostalgic and reflective of Evelyn Waugh's novels, Brideshead Revisited looks back to the golden age before the Second World War. It tells the story of Charles Ryder's infatuation with the Marchmains and the rapidly-disappearing world of privilege they inhabit. Enchanted first by Sebastian at Oxford, then by his doomed Catholic family, in particular his remote sister, Julia, Charles comes finally to recognize only his spiritual and social distance from them.","['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'British Literature', 'Novels', '20th Century', 'LGBT', 'Literary Fiction', 'Historical']",title_author
701202785,The voyage out,Virginia Woolf,1975,Hogarth Press,"Woolf’s first novel is a haunting book, full of light and shadow. It takes Mr. and Mrs. Ambrose and their niece, Rachel, on a sea voyage from London to a resort on the South American coast. “It is a strange, tragic, inspired book whose scene is a South America not found on any map and reached by a boat which would not float on any sea, an America whose spiritual boundaries touch Xanadu and Atlantis” (E. M. Forster).","['Classics', 'Fiction', '20th Century', 'Literature', 'British Literature', 'Novels', 'Feminism', 'Literary Fiction', 'English Literature', 'Romance']",title_author
449208516,Friday the Rabbi Slept Late,Harry Kemelman,1985,Fawcett Books,"Rabbi David Small, the new leader of Barnard's Crossing's Jewish community, can't even enjoy his Sabbath without things getting stirred up in a most unorthodox manner: It seems a young nanny has been found strangled, less than a hundred yards from the Temple's parking lot -- and all the evidence points to the Rabbi. Add to that the not-so-quiet rumblings of his disgruntled congregation, and you might say our inimitable hero needs a miracle from a Higher Source to save him....","['Mystery', 'Fiction', 'Jewish', 'Crime', 'Cozy Mystery', 'Audiobook', 'Mystery Thriller', 'Judaism', 'Religion', 'Detective']",title_author
571069770,Murder in the Cathedral,T. S. Eliot,1938,Faber and Faber Ltd,"T. S. Eliot's verse dramatization of the murder of Thomas Becket at Canterbury, winner of the Nobel Prize for LiteratureThe Archbishop Thomas Becket speaks fatal words before he is martyred in T. S. Eliot's best-known drama, based on the murder of the Archbishop of Canterbury in 1170. Praised for its poetically masterful handling of issues of faith, politics, and the common good, T. S. Eliot's play bolstered his reputation as the most significant poet of his time.","['Plays', 'Classics', 'Drama', 'Poetry', 'Fiction', 'Historical Fiction', 'Theatre', 'Literature', 'Religion', 'School']",title_author
571194737,Birthday Letters,Ted Hughes,0,Faber Faber,"Formerly Poet Laureate to Queen Elizabeth II, the late Ted Hughes (1930-98) is recognized as one of the few contemporary poets whose work has mythic scope and power. And few episodes in postwar literature have the legendary stature of Hughes's romance with, and marriage to, the great American poet Sylvia Plath.The poems in Birthday Letters are addressed (with just two exceptions) to Plath, and were written over a period of more than twenty-five years, the first a few years after her suicide in 1963. Some are love letters, others haunted recollections and ruminations. In them, Hughes recalls his and Plath's time together, drawing on the powerful imagery of his work--animal, vegetable, mythological--as well as on Plath's famous verse.Countless books have discussed the subject of this intense relationship from a necessary distance, but this volume--at last--offers us Hughes's own account. Moreover, it's a truly remarkable collection of poems in its own right.","['Poetry', 'Nonfiction', 'Classics', 'Biography', 'British Literature', '20th Century', 'Literature', 'Memoir', 'Autobiography', 'English Literature']",title_author
330376276,Creed,James Herbert,2001,Pan,"Sometimes horror is in the mind and sometimes it's real. Telling the difference isn't always easy. It wasn't for Joe Creed. He just photographed the unreal. Now he had to pay the price, because he always thought that demons were just a joke. But the joke was on him and it wasn't very funny. It was deadly.","['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Paranormal', 'British Literature', 'Demons', 'Supernatural', 'Mystery', 'Audiobook']",title_author
